target,x,y,d1,d2
erzählen,Er erzählte immer was von Barf,Sie erzählten immer was von Barf,Ich erzählte immer was von Barf,Du erzähltest immer was von Barf
warten,Ich warte auf den Anruf,Wir warten auf den Anruf,Du wartest auf den Anruf,Sie warten auf den Anruf
hören,Du hörst mir nicht zu,Ihr hört mir nicht zu,Er hört mir nicht zu,Sie hören mir nicht zu
hören,Er hört sie nicht,Sie hören sie nicht,Ich höre sie nicht,Du hörst sie nicht
lernen,Er lernt wahnsinnig schnell,Sie lernen wahnsinnig schnell,Ich lerne wahnsinnig schnell,Du lernst wahnsinnig schnell
haben,Ich habe einen zu hohen benzindruck,Wir haben einen zu hohen Benzindruck,Du hast einen zu hohen Benzindruck,Sie haben einen zu hohen Benzindruck
geben,Es gibt endlich neue Stoffe,Sie geben endlich neue Stoffe,Ich gebe endlich neue Stoffe,Du gibst endlich neue Stoffe
passen,Sie passte schier perfekt,Sie passten schier perfekt,Ich passte schier perfekt,Du passtest schier perfekt
wollen,Es will dies und das,Sie wollen dies und das,Ich will dies und das,Du willst dies und das
verfügen,Er verfügt über einen altersgerechten Wissensstand,Sie verfügen über einen altersgerechten Wissensstand,Ich verfüge über einen altersgerechten Wissensstand,Du verfügst über einen altersgerechten Wissensstand
dienen,Sie dient als Einstieg ins Thema,Sie dienen als Einstieg ins Thema,Ich diene als Einstieg ins Thema,Du dienst als Einstieg ins Thema
planen,Ich plane die Tour zu viert,Wir planen die Tour zu viert,Du planst die Tour zu viert,Sie planen die Tour zu viert
arbeiten,Ich arbeite,Wir arbeiten,Du arbeitest,Sie arbeiten
weisen,Sie weist eine tänzerische Haltung auf,Sie weisen eine tänzerische Haltung auf,Ich weise eine tänzerische Haltung auf,Du weist eine tänzerische Haltung auf
freuen,Ich freue mich immer über Kritik,Wir freuen uns immer über Kritik,Du freust dich immer über Kritik,Sie freuen sich immer über Kritik
unterstützen,Es unterstützt stets für ein Projekt,Sie unterstützen stets für ein Projekt,Ich unterstütze stets für ein Projekt,Du unterstützt stets für ein Projekt
sein,Er ist ganz und nur Stellvertreter,Sie sind ganz und nur Stellvertreter,Du bist ganz und nur Stellvertreter,Ich bin ganz und nur Stellvertreter
erreichen,Ich erreiche gegen Abend Feodosia,Wir erreichen gegen Abend Feodosia,Du erreichst gegen Abend Feodosia,Sie erreichen gegen Abend Feodosia
dürfen,Es darf wieder mehr ins Handgepäck,Sie dürfen wieder mehr ins Handgepäck,Du darfst wieder mehr ins Handgepäck,Ich darf wieder mehr ins Handgepäck
sprechen,Du sprichst mir aus der Seele,Ihr sprecht mir aus der Seele,Sie spricht mir aus der Seele,Er spricht mir aus der Seele
planen,Du planst einen Umzug nach Spanien?,Ihr plant einen Umzug nach Spanien?,Sie plant einen Umzug nach Spanien?,Er plant einen Umzug nach Spanien?
gewinnen,Er gewann mehrere Literaturpreise,Sie gewannen mehrere Literaturpreise,Du gewannst mehrere Literaturpreise,Ich gewann mehrere Literaturpreise
steigen,Ich steige aus dem Wagen,Wir steigen aus dem Wagen,Du steigst aus dem Wagen,Sie steigen aus dem Wagen
betrachten,Sie betrachtet Regentropfen,Sie betrachten Regentropfen,Du betrachtest Regentropfen,Ich betrachtete Regentropfen
steigen,Es steigt nun wieder an,Sie steigen nun wieder an,Du steigst nun wieder an,Ich steige nun wieder an
schreiben,Sie schreibt folgendes dazu,Sie schreiben folgendes dazu,Du schreibst folgendes dazu,Ich schreibe folgendes dazu
sagen,Ich sagte Wie?,Wir sagten Wie?,Du sagst Wie?,Sie sagten Wie?
nennen,Ich nenne das Teil Garnelenknabberstein,Wir nennen das Teil Garnelenknabberstein,Du nennst das Teil Garnelenknabberstein,Sie nennen das Teil Garnelenknabberstein
hoffen,Ich hoffe es doch sehr,Wir hoffen es doch sehr,Du hoffst es doch sehr,Sie hoffen es doch sehr
informieren,Er informiert in komprimierter Form über,Sie informieren in komprimierter Form über,Du informierst in komprimierter Form über,Ich informiere in komprimierter Form über
wählen,Ich wähle zunächst ein anderes Beispiel,Wir wählen zunächst ein anderes Beispiel,Du wählst zunächst ein anderes Beispiel,Sie wählen zunächst ein anderes Beispiel
können,Ich kann zur Zeit nicht,Wir können zur Zeit nicht,Du kannst zur Zeit nicht,Sie können zur Zeit nicht
erwarten,Sie erwartet eine,Sie erwarten eine,Du erwartest eine,Ich erwarte eine
feiern,Er feierte 2010 seinen 80 Geburtstag,Sie feierten 2010 ihren 80 Geburtstag,Du feiertest 2010 deinen 80 Geburtstag,Ich feierte 2010 meinen 80 Geburtstag
kosten,Es kostet quasi nichts,Sie kosten quasi nichts,Du kostest quasi nichts,Ich kostete quasi nichts
teilen,Ich teile mir das Doppelzimmer mit,Wir teilen uns das Doppelzimmer mit,Du teilst dir das Doppelzimmer mit,Sie teilen sich das Doppelzimmer mit
lernen,Sie lernte Portugiesisch,Sie lernten Portugiesisch,Du lerntest Portugiesisch,Ich lernte Portugiesisch
können,Sie kann auch nur mit,Sie können auch nur mit,Du kannst auch nur mit,Ich kann auch nur mit
führen,Sie führte Neuerungen ein,Sie führten Neuerungen ein,Du führtest Neuerungen ein,Ich führte Neuerungen ein
erfolgen,Es erfolgt sodann ein sogenanntes Prozessurteil,Sie erfolgen sodann ein sogenanntes Prozessurteil,Du erfolgst sodann ein sogenanntes Prozessurteil,Ich erfolgte sodann ein sogenanntes Prozessurteil
schlagen,Ich schlage ein,Wir schlagen ein,Du schlägst ein,Sie schlagen ein
bilden,Sie bildet das daumenseitige Handgelenk,Sie bilden das daumenseitige Handgelenk,Du bildest das daumenseitige Handgelenk,Ich bilde das daumenseitige Handgelenk
bestehen,Sie besteht laut Michaelmehr,Sie bestehen laut Michael,Du bestehst laut Michael,Ich bestehe laut Michael
treffen,Ich treffe mich oft mit Freunden,Wir treffen uns oft mit Freunden,Du triffst dich oft mit Freunden,Sie treffen sich oft mit Freunden
melden,Ich melde mich schnellstmöglich,Wir melden uns schnellstmöglich,Er meldet sich schnellstmöglich,Ihr meldet euch schnellstmöglich
passen,Es passt zu dir,Sie passen zu dir,Ich passe zu dir,Du passt zu dir
schaffen,Du schaffst das,Ihr schafft das,Sie schaffen das,Er schafft das
sein,Sie ist in einem schönen Geschenkschächtelchen,Sie sind in einem schönen Geschenkschächtelchen,Ich bin in einem schönen Geschenkschächtelchen,Er ist in einem schönen Geschenkschächtelchen
erklären,Sie erklärte noch einiges mehr,Sie erklärten noch einiges mehr,Ich erklärte noch einiges mehr,Er erklärte noch einiges mehr
wechseln,Er wechselte auf die Nachbarinsel,Sie wechselten auf die Nachbarinsel,Ich wechselte auf die Nachbarinsel,Du wechseltest auf die Nachbarinsel
gründen,Er gründet dort eine landwirtschaftliche Akademie,Sie gründen dort eine landwirtschaftliche Akademie,Ich gründe dort eine landwirtschaftliche Akademie,Du gründest dort eine landwirtschaftliche Akademie
bestätigen,Ich bestätige den Erhalt,Wir bestätigen den Erhalt,Er bestätigt den Erhalt,Sie bestätigen den Erhalt
entscheiden,Es entscheidet der Medienrat,Sie entscheiden der Medienrat,Ich entscheide der Medienrat,Du entscheidest der Medienrat
scheinen,Es schien unmöglich,Sie schienen unmöglich,Ich schien unmöglich,Du schienst unmöglich
folgen,Es folgte ein,Sie folgten ein,Ich folgte ein,Du folgtest ein
gewinnen,Er gewinnt die Prüfung mit v1CACT,Sie gewinnen die Prüfung mit v1CACT,Ich gewinne die Prüfung mit v1CACT,Du gewinnst die Prüfung mit v1CACT
verlieren,Er verlor diesen Kampf,Sie verloren diesen Kampf,Ich verlor diesen Kampf,Du verlorst diesen Kampf
stellen,Ich stelle mich mal eben vor,Wir stellen uns mal eben vor,Er stellt sich mal eben vor,Sie stellen sich mal eben vor
nehmen,Ich nehme die mittlere Röhre,Wir nehmen die mittlere Röhre,Er nimmt die mittlere Röhre,Sie nehmen die mittlere Röhre
stehen,Ich stehe auf Mönchskutten,Wir stehen auf Mönchskutten,Er steht auf Mönchskutten,Sie stehen auf Mönchskutten
verlassen,Er verließ das Quartett 1927,Sie verließen das Quartett 1927,Ich verließ das Quartett 1927,Du verließest das Quartett 1927
lesen,Ich lese gerade ein bißchen Brecht,Wir lesen gerade ein bißchen Brecht,Er liest gerade ein bißchen Brecht,Sie lesen gerade ein bißchen Brecht
gehören,Es gehört zu meinen Alldays,Sie gehören zu meinen Alldays,Ich gehöre zu meinen Alldays,Du gehörst zu meinen Alldays
zahlen,Ich zahle für meine Töchter Unterhalt,Wir zahlen für meine Töchter Unterhalt,Er zahlt für meine Töchter Unterhalt,Sie zahlen für meine Töchter Unterhalt
legen,Er legte das Pad aufs Bett,Sie legten das Pad aufs Bett,Ich legte das Pad aufs Bett,Du legtest das Pad aufs Bett
dauern,Er dauerte immer noch,Sie dauerten immer noch,Ich dauerte immer noch,Du dauertest immer noch
fahren,Ich fahre täglich 200 km,Wir fahren täglich 200 km,Du fährst täglich 200 km,Er fährt täglich 200 km
funktionieren,Es funktioniert einfach,Sie funktionieren einfach,Ich funktioniere einfach,Ihr funktioniert einfach
fordern,Sie forderte soziale Gerechtigkeit und Demokratie,Sie forderten soziale Gerechtigkeit und Demokratie,Ich forderte soziale Gerechtigkeit und Demokratie,Du fordertest soziale Gerechtigkeit und Demokratie
liegen,Ich lag am Boden vor Lachen,Wir lagen am Boden vor Lachen,Er lag am Boden vor Lachen,Sie lagen am Boden vor Lachen
benötigen,Er benötigt viel Helligkeit,Sie benötigen viel Helligkeit,Ich benötige viel Helligkeit,Du benötigst viel Helligkeit
betreffen,Es betrifft nur die Forenhauptseite oder?,Sie betreffen nur die Forenhauptseite oder?,Ich betreffe nur die Forenhauptseite oder?,Du betriffst nur die Forenhauptseite oder?
ergeben,Es ergibt sich,Sie ergeben sich,Ich ergebe mich,Du ergibst dich
wechseln,Es wechselt beständig,Sie wechseln beständig,Ich wechsele beständig,Du wechselst beständig
helfen,Es hilft ja eh nix mehr,Sie helfen ja eh nix mehr,Ich helfe ja eh nix mehr,Du hilfst ja eh nix mehr
entwickeln,Ich entwickle mich ja auch,Wir entwickeln uns ja auch,Er entwickelt sich ja auch,Sie entwickeln sich ja auch
verändern,Er verändert die Sicht auf Dinge,Sie verändern die Sicht auf Dinge,Ich verändere die Sicht auf Dinge,Du veränderst die Sicht auf Dinge
behandeln,Ich behandele den Fersensporn im Schwerpunkt,Wir behandeln den Fersensporn im Schwerpunkt,Er behandelt den Fersensporn im Schwerpunkt,Sie behandeln den Fersensporn im Schwerpunkt
betrachten,Ich betrachtete ihn genauer,Wir betrachteten ihn genauer,Er betrachtete ihn genauer,Sie betrachteten ihn genauer
erscheinen,Es erschien mir natürlich und menschlich,Sie erschienen mir natürlich und menschlich,Ich erschien mir natürlich und menschlich,Du erschienst mir natürlich und menschlich
stecken,Es steckt eindeutig mehr dahinter,Sie stecken eindeutig mehr dahinter,Ich stecke eindeutig mehr dahinter,Du steckst eindeutig mehr dahinter
fahren,Ich fahre gerne Ski,Wir fahren gerne Ski,Er fährt gerne Ski,Sie fahren gerne Ski
holen,Sie holte die meisten Nominierungen,Sie holten die meisten Nominierungen,Ich holte die meisten Nominierungen,Du holtest die meisten Nominierungen
verwenden,Ich verwende es als Thermalwasser tagüber,Wir verwenden es als Thermalwasser tagüber,Er verwendet es als Thermalwasser tagüber,Sie verwenden es als Thermalwasser tagüber
helfen,Ich helfe gerne Schaltunterlagen,Wir helfen gerne Schaltunterlagen,Er hilft gerne Schaltunterlagen,Sie helfen gerne Schaltunterlagen
steigen,Ich steige aus,Wir steigen aus,Er steigt aus,Sie steigen aus
sagen,Ich sagte natürlich ja,Wir sagten natürlich ja,Er sagte natürlich ja,Sie sagten natürlich ja
bezeichnen,Sie bezeichnete ihn als ihr Idol,Sie bezeichneten ihn als ihr Idol,Ich bezeichnete ihn als mein Idol,Er bezeichnete ihn als sein Idol
passieren,Es passierte in einem Aquapark,Sie passierten in einem Aquapark,Ich passierte in einem Aquapark,Du passiertest in einem Aquapark
verfügen,Es verfügt über einen Innenhof,Sie verfügen über einen Innenhof,Ich verfüge über einen Innenhof,Du verfügst über einen Innenhof
tragen,Er trägt die Rückennummer 48,Sie tragen die Rückennummer 48,Ich trage die Rückennummer 48,Du trägst die Rückennummer 48
rufen,Ich rufe dich heute Morgen,Wir rufen dich heute Morgen,Er ruft dich heute Morgen,Sie rufen dich heute Morgen
fühlen,Ich fühle das,Wir fühlen das,Er fühlt das,Sie fühlen das
benötigen,Ich benötige nur das Script,Wir benötigen nur das Script,Er benötigt nur das Script,Sie benötigen nur das Script
entscheiden,Er entschied in Kenntnis der Sachlage,Sie entschieden in Kenntnis der Sachlage,Ich entschied in Kenntnis der Sachlage,Du entschiedst in Kenntnis der Sachlage
müssen,Ich muss vorsichtig sein,Wir müssen vorsichtig sein,Er muss vorsichtig sein,Sie müssen vorsichtig sein
erstellen,Ich erstelle für Sie meine Bilder,Wir erstellen für Sie meine Bilder,Er erstellt für Sie meine Bilder,Sie erstellen für Sie meine Bilder
betrachten,Er betrachtete sich von außen,Sie betrachteten sich von außen,Ich betrachtete mich von außen,Du betrachtetest dich von außen
melden,Ich melde mich dann Gruß Torsten,Wir melden uns dann Gruß Torsten,Er meldet sich dann Gruß Torsten,Sie melden sich dann Gruß Torsten
erreichen,Ich erreiche keinen bei dieser Fluggesellschaft,Wir erreichen keinen bei dieser Fluggesellschaft,Er erreicht keinen bei dieser Fluggesellschaft,Sie erreichen keinen bei dieser Fluggesellschaft
leben,Er lebt als Haustier beim Menschen,Sie leben als Haustier beim Menschen,Ich lebe als Haustier beim Menschen,Du lebst als Haustier beim Menschen
ändern,Ich ändere noch mal den Beitrag,Wir ändern noch mal den Beitrag,Er ändert noch mal den Beitrag,Sie ändern noch mal den Beitrag
stecken,Er steckt das Fernglas wieder weg,Sie stecken das Fernglas wieder weg,Ich stecke das Fernglas wieder weg,Du steckst das Fernglas wieder weg
eignen,Es eignet sich wunderbar für Familien,Sie eignen sich wunderbar für Familien,Ich eigne mich wunderbar für Familien,Du eignest dich wunderbar für Familien
entstehen,Sie entstand zwischen,Sie entstanden zwischen,Ich entstand zwischen,Du entstandest zwischen
glauben,Sie glaubt an ihn,Sie glauben an ihn,Ich glaube an ihn,Du glaubst an ihn
