target,x,y,d1,d2
passare,Io passai attraverso Mt,Noi passammo attraverso Mt,Tu passasti attraverso Mt,Loro passarono attraverso Mt
dichiarare,Egli dichiara che,Loro dichiarano che,Io dichiaro che,Tu dichiari che
coinvolgere,Esso coinvolge i valori stessi,Essi coinvolgono i valori stessi,Io coinvolgo i valori stessi,Noi coinvolgiamo i valori stessi
accompagnare,Io vi accompagno con la preghiera,Noi vi accompagniamo con la preghiera,Tu li accompagni con la preghiera,Essi vi accompagnano con la preghiera
preparare,Tu prepara il rito funesto,Voi preparate il rito funesto,Egli prepara il rito funesto,Noi prepariamo il rito funesto
iniziare,Io inizierei da questi,Noi inizieremmo da questi,Tu inizieresti da questi,Essi inizierebbero da questi
richiedere,Egli richiede che,Essi richiedono che,Io richiedo che,Noi richiediamo che
dare,Io vi darò la forza,Noi vi daremo la forza,Tu mi darai la forza,Essi vi daranno la forza
accompagnare,Io l'accompagnai alla porta,Noi l'accompagnammo alla porta,Tu l'accompagnasti alla porta,Essi l'accompagnarono alla porta
costituire,Esso del resto costituisce sempre,Essi del resto costituiscono sempre,Io del resto costituisco sempre,Noi del resto costituiamo sempre
caratterizzare,Esso é caratterizzato da,Essi sono caratterizzati da,Io sono caratterizzato da,Noi siamo caratterizzati da
inviare,Tu le invierai dei fiori?,Loro le invieranno dei fiori?,Egli le invierà dei fiori?,Noi le invieremo dei fiori?
accadere,Essa accade,Esse accadono,Io accado,Noi accadiamo
conoscere,Io purtroppo non conosco il router di alice,Noi purtroppo non conosciamo il router di alice,Tu purtroppo non conosci il router di alice,Essi purtroppo non conoscono il router di alice
promuovere,Io promuovo il bello della normalità,Noi promuoviamo il bello della normalità,Tu promuovi il bello della normalità,Essi promuovono il bello della normalità
perdere,Tu mediamente quanti capelli perdi al giorno?,Voi mediamente quanti capelli perdete al giorno?,Egli mediamente quanti capelli perde al giorno?,Essi mediamente quanti capelli perdono al giorno?
condividere,Io non condivido però questa opinione,Noi non condividiamo però questa opinione,Tu non condividi però questa opinione,Essi non condividono però questa opinione
morire,Tu non morirai mai,Voi non morirete mai,Egli non morirà mai,Noi non moriremo mai
stabilire,Io NON STABILISCO proprio niente,Noi NON STABILIAMO proprio niente,Tu NON STABILISCI proprio niente,Essi NON STABILISCONO proprio niente
ritenere,Io mi ritengo una spugna,Noi ci riteniamo delle spugne,Tu ti ritieni una spugna,Essi si ritengono delle spugne
restare,Esso resta fuori dalla consapevolezza,Essi restano fuori dalla consapevolezza,Io resto fuori dalla consapevolezza,Noi restiamo fuori dalla consapevolezza
affrontare,Io non affronto mai problemi di religione,Noi non affrontiamo mai problemi di religione,Tu non affronti mai problemi di religione,Essi non affrontano mai problemi di religione
mettere,Io metterei Telecamere ovunque per esempio,Noi metteremmo Telecamere ovunque per esempio,Tu metteresti Telecamere ovunque per esempio,Essi metterebbero Telecamere ovunque per esempio
realizzare,Egli realizza il sogno insperato,Essi realizzano il sogno insperato,Io realizzo il sogno insperato,Noi realizziamo il sogno insperato
tornare,Io comunque tornerò dopo 8,Noi comunque torneremo dopo 8,Tu comunque tornerai dopo 8,Essi comunque torneranno dopo 8
rivolgere,Io mi rivolgevo ad altri,Noi ci rivolgevamo ad altri,Tu ti rivolgevi ad altri,Essi si rivolgevano ad altri
dare,Io per sicurezza le davo ragione,Noi per sicurezza le davamo ragione,Tu per sicurezza le davi ragione,Essi per sicurezza le davano ragione
venire,Io vengo molto volentieri,Noi veniamo molto volentieri,Esso viene molto volentieri,Loro vengono molto volentieri
presentare,Esso non presenta abside o transetti,Essi non presentano abside o transetti,Io non presento abside o transetti,Noi non presentiamo abside o transetti
intendere,Essa intende,Esse intendono,Voi intendete,Noi intendiamo
uscire,Io da qui esco presto,Noi da qui usciamo presto,Tu da qui esci presto,Essi da qui escono presto
guardare,Io lo guardavo negli occhi grigi,Noi lo guardavamo negli occhi grigi,Tu lo guardavi negli occhi grigi,Esse lo guardavano negli occhi grigi
dare,Io ti darò qui solo qualche indicazione,Noi ti daremo qui solo qualche indicazione,Tu gli darai qui solo qualche indicazione,Essi ti daranno qui solo qualche indicazione
contenere,Essa contiene un duplice messaggio,Esse contengono un duplice messaggio,Voi contenete un duplice messaggio,Noi conteniamo un duplice messaggio
significare,Esso significa anche igene e pulizia,Essi significano anche igene e pulizia,Io significo anche igene e pulizia,Noi significavamo anche igene e pulizia
scegliere,Io scelgo la sicurezza,Noi scegliamo la sicurezza,Tu scegli la sicurezza,Essi scelgono la sicurezza
permettere,Essa permette agli ospiti del Tratterhof,Esse permettono agli ospiti del Tratterhof,Io permetto agli ospiti del Tratterhof,Noi permettiamo agli ospiti del Tratterhof
preparare,Io le preparo così,Noi le prepariamo così,Tu le prepari così,Essi le preparano così
trovare,Io invece non trovo nulla di più appassionante,Noi invece non troviamo nulla di più appassionante,Tu invece non trovi nulla di più appassionante,Essi invece non trovano nulla di più appassionante
spiegare,Tu come te lo spieghi?,Voi come ve lo spiegate?,Lui come se lo spiega?,Noi come ce lo spieghiamo?
controllare,Tu comunque controlla quelle macchie,Voi comunque controllate quelle macchie,Egli comunque controlla quelle macchie,Noi comunque controlliamo quelle macchie
trovare,io ci trovo molto di male invece,noi ci troviamo molto di male invece,tu ci trovi molto di male invece,loro ci trovano molto di male invece
partecipare,Io personalmente non parteciperò al voto,Noi personalmente non parteciperemo al voto,Tu personalmente non parteciperai al voto,Essi personalmente non parteciperanno al voto
contenere,Esso conterrà,Essi conterranno,Voi conterrete,Noi conterremo
vendere,io li vendo 8D,noi li vendiamo 8D,tu li vendi 8D,essi li vendono 8D
garantire,Essa ne garantirebbe la sicurezza,Esse ne garantirebbero la sicurezza,Io ne garantirei la sicurezza,Noi ne garantiremmo la sicurezza
raccontare,Egli stesso lo racconta con incredibile semplicità,Essi stessi lo raccontano con incredibile semplicità,Io stesso lo racconto con incredibile semplicità,Noi stessi lo raccontiamo con incredibile semplicità
